0.00 0.00 55.77 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 50.32 0.00 48.54 0.00 48.68 0.00 54.58 0.00 0.00 0.00 0.00 0.00 0.00 49.08 0.00 0.00 54.92 48.50 49.37 53.25 0.00 0.00 44.53 48.96 50.09 0.00 0.00 0.00 50.81 51.94 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 52.96 0.00 48.00 0.00 0.00 47.74 0.00 0.00 0.00 0.00 0.00 0.00 53.54 0.00 0.00 46.22 0.00 50.32 0.00 0.00 49.96 0.00 0.00 49.35 0.00 0.00 0.00 0.00 0.00 0.00 0.00 50.31 48.59 48.55 0.00 0.00 50.02 0.00 0.00 0.00 0.00 50.69 48.42 50.58 54.55 52.83 0.00 0.00 0.00 0.00 53.00 0.00 50.77 0.00 47.97 50.23 0.00 0.00 0.00 0.00 0.00 57.79 0.00 0.00 0.00 0.00 0.00 51.91 0.00 0.00 0.00 53.13 0.00 0.00 0.00 51.69 0.00 49.31 0.00 0.00 0.00 54.37 47.42 52.15 49.20 49.34 46.93 0.00 0.00 0.00 51.78 53.19 51.21 0.00 54.83 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00
0.00 0.00 57.26 0.00 0.00 47.88 48.59 0.00 0.00 46.49 51.31 0.00 0.00 0.00 0.00 0.00 0.00 48.63 0.00 0.00 0.00 50.39 0.00 0.00 49.76 0.00 0.00 0.00 0.00 0.00 49.53 48.48 0.00 56.10 0.00 53.76 0.00 0.00 0.00 0.00 57.19 0.00 0.00 0.00 0.00 50.56 0.00 0.00 0.00 0.00 0.00 0.00 50.79 48.58 0.00 0.00 0.00 0.00 0.00 54.08 0.00 54.31 0.00 0.00 0.00 47.33 54.59 0.00 56.57 55.88 46.47 0.00 0.00 0.00 0.00 52.30 0.00 0.00 0.00 47.44 0.00 48.86 54.45 0.00 53.57 0.00 52.91 0.00 52.49 53.93 0.00 0.00 0.00 0.00 0.00 54.81 0.00 0.00 47.99 58.06 0.00 0.00 0.00 0.00 52.46 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 52.84 52.80 0.00 0.00 52.87 0.00 0.00 0.00 54.49 0.00 0.00 50.54 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 57.51 48.50 50.62 0.00 0.00 0.00 0.00 49.48 0.00 51.70 53.27 0.00 0.00 51.61 52.50 0.00 0.00 53.70 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00
44.23 42.74 0.00 0.00 0.00 41.78 38.08 0.00 0.00 37.74 45.68 0.00 0.00 0.00 0.00 0.00 44.45 44.91 39.29 0.00 42.89 43.44 0.00 0.00 45.46 0.00 0.00 0.00 0.00 46.47 44.92 39.71 46.44 44.75 44.04 41.06 0.00 0.00 43.27 39.41 44.44 0.00 0.00 0.00 49.30 45.11 0.00 0.00 0.00 0.00 0.00 0.00 40.41 44.21 49.01 0.00 41.40 0.00 0.00 42.14 0.00 44.51 0.00 0.00 0.00 47.59 45.60 0.00 45.52 43.24 39.65 0.00 0.00 0.00 46.62 39.90 0.00 40.25 0.00 38.79 0.00 48.10 42.72 0.00 45.81 44.72 40.36 42.80 45.48 47.58 43.05 0.00 0.00 0.00 0.00 41.53 38.05 41.04 40.75 45.87 0.00 0.00 0.00 0.00 44.74 0.00 39.88 0.00 49.21 41.41 0.00 0.00 0.00 0.00 0.00 45.35 47.10 0.00 0.00 44.89 0.00 46.20 0.00 49.38 0.00 49.26 42.19 0.00 0.00 45.00 0.00 0.00 0.00 0.00 0.00 47.07 44.18 41.39 41.66 0.00 41.73 0.00 47.66 0.00 45.79 46.29 43.03 0.00 44.25 46.46 0.00 0.00 44.56 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00
0.00 0.00 0.00 0.00 0.00 47.29 0.00 0.00 53.62 0.00 0.00 49.06 51.54 48.34 51.24 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 48.40 0.00 0.00 0.00 52.70 0.00 0.00 0.00 0.00 0.00 0.00 48.00 58.06 0.00 0.00 0.00 0.00 0.00 0.00 54.26 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 49.20 0.00 0.00 0.00 51.41 51.34 0.00 0.00 49.87 0.00 0.00 0.00 48.40 52.35 0.00 52.10 48.23 0.00 0.00 0.00 0.00 0.00 0.00 55.71 49.77 53.73 0.00 0.00 52.81 0.00 0.00 50.64 0.00 0.00 0.00 0.00 0.00 0.00 0.00 48.87 47.06 56.90 48.45 53.25 0.00 0.00 0.00 0.00 0.00 52.43 50.89 46.86 0.00 0.00 0.00 0.00 0.00 52.33 0.00 50.60 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 48.28 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 51.03 0.00 0.00 0.00 0.00 54.93 51.28 0.00 0.00 50.43 0.00 50.48 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00
0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00
0.00 52.12 58.22 52.71 0.00 0.00 52.83 0.00 0.00 48.84 54.31 47.88 48.05 57.49 52.33 0.00 0.00 53.72 0.00 0.00 0.00 50.45 0.00 0.00 50.95 0.00 0.00 0.00 0.00 0.00 50.83 52.20 0.00 51.40 0.00 50.16 0.00 0.00 0.00 0.00 59.30 0.00 50.99 0.00 0.00 54.48 0.00 0.00 0.00 0.00 53.25 0.00 54.77 51.32 0.00 0.00 0.00 0.00 0.00 55.68 0.00 54.36 0.00 51.11 0.00 58.00 54.47 52.20 48.69 54.36 50.94 49.32 0.00 0.00 0.00 51.12 48.70 0.00 49.27 49.18 0.00 52.86 64.44 0.00 54.39 0.00 51.93 0.00 52.13 52.82 0.00 54.89 0.00 0.00 47.22 55.94 0.00 0.00 52.17 56.79 0.00 0.00 47.29 46.11 53.13 44.92 0.00 0.00 0.00 0.00 0.00 0.00 49.35 52.46 49.00 57.39 54.89 0.00 0.00 55.07 62.75 0.00 48.61 55.59 0.00 0.00 52.67 0.00 0.00 0.00 0.00 0.00 0.00 42.72 0.00 57.13 50.49 57.89 0.00 0.00 0.00 0.00 48.79 0.00 55.95 56.08 0.00 56.60 52.44 53.20 0.00 46.63 54.99 52.90 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00
0.00 51.41 61.92 0.00 0.00 47.17 0.00 0.00 0.00 51.80 55.43 0.00 0.00 0.00 0.00 0.00 0.00 52.70 0.00 0.00 0.00 49.61 0.00 0.00 49.25 0.00 0.00 0.00 0.00 0.00 47.28 50.43 0.00 51.32 0.00 51.09 0.00 0.00 0.00 0.00 57.76 0.00 0.00 0.00 0.00 52.90 0.00 0.00 0.00 0.00 0.00 0.00 51.81 51.98 0.00 0.00 0.00 0.00 0.00 0.00 0.00 53.49 0.00 0.00 0.00 51.80 58.97 0.00 52.37 54.64 49.07 0.00 0.00 0.00 0.00 49.09 0.00 0.00 0.00 54.68 0.00 48.52 61.00 0.00 54.70 0.00 50.05 0.00 51.20 62.50 0.00 0.00 0.00 0.00 0.00 65.71 0.00 0.00 55.87 62.87 0.00 0.00 0.00 0.00 55.77 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 55.23 54.53 0.00 0.00 53.92 0.00 0.00 0.00 54.66 0.00 0.00 53.04 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 54.26 49.19 55.53 0.00 0.00 0.00 0.00 53.21 0.00 58.42 56.46 0.00 0.00 44.71 53.82 0.00 0.00 59.84 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00
0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 43.20 0.00 0.00 0.00 0.00 0.00 0.00 46.07 0.00 0.00 0.00 0.00 0.00 0.00 0.00 47.26 0.00 0.00 0.00 48.85 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 45.45 47.68 46.41 47.21 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 48.48 0.00 0.00 0.00 0.00 0.00 0.00 43.48 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 47.40 0.00 45.20 0.00 0.00 0.00 0.00 0.00 0.00 0.00 45.79 0.00 0.00 0.00 39.74 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 45.67 0.00 0.00 0.00 44.25 0.00 0.00 45.26 46.65 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 47.97 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00
0.00 0.00 0.00 46.38 0.00 0.00 0.00 56.80 0.00 0.00 0.00 48.17 45.82 52.26 47.01 52.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 55.12 0.00 0.00 0.00 52.72 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 51.95 0.00 0.00 0.00 49.52 53.71 50.52 54.56 51.94 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 45.35 0.00 0.00 53.33 48.04 50.00 0.00 0.00 46.21 0.00 50.58 0.00 51.50 52.18 0.00 45.25 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 48.37 0.00 0.00 52.08 0.00 0.00 46.58 0.00 0.00 0.00 0.00 0.00 53.26 0.00 49.32 44.59 0.00 45.71 0.00 0.00 0.00 0.00 48.91 0.00 40.73 47.59 48.24 0.00 0.00 0.00 0.00 0.00 47.54 0.00 46.44 49.02 0.00 0.00 0.00 48.04 0.00 0.00 54.09 50.36 0.00 53.09 0.00 0.00 0.00 0.00 0.00 0.00 0.00 56.55 47.80 0.00 0.00 0.00 0.00 44.72 0.00 0.00 0.00 47.04 0.00 51.51 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00
0.00 53.51 62.26 0.00 0.00 51.16 48.20 0.00 0.00 0.00 57.14 0.00 0.00 0.00 0.00 0.00 0.00 50.98 0.00 0.00 0.00 48.34 0.00 0.00 46.06 0.00 0.00 0.00 0.00 0.00 52.72 51.19 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 55.02 0.00 0.00 0.00 0.00 55.38 0.00 0.00 0.00 0.00 0.00 0.00 52.08 47.34 0.00 0.00 0.00 0.00 0.00 0.00 0.00 54.64 0.00 0.00 0.00 0.00 56.72 0.00 48.09 52.78 51.47 0.00 0.00 0.00 0.00 49.09 0.00 0.00 0.00 47.30 0.00 55.84 58.82 0.00 49.20 0.00 53.19 0.00 65.38 52.43 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 53.57 62.07 0.00 0.00 0.00 0.00 74.07 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 57.00 54.05 0.00 0.00 48.97 0.00 0.00 0.00 38.57 0.00 0.00 51.56 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 54.07 55.48 53.76 0.00 0.00 0.00 0.00 57.69 0.00 57.86 51.87 0.00 0.00 0.00 53.81 0.00 0.00 54.32 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00
